flow_id,stime_ms,sub,tls_id,issuer_subject,f1,value,tls_field
3758252460,1631290497232,0,3,I,0,CA,tls_3
3758252460,1631290497232,0,25,I,0,vsphere,tls_25
3758252460,1631290497232,0,25,I,0,local,tls_25
3758252460,1631290497232,0,6,I,0,US,tls_6
3758252460,1631290497232,0,8,I,0,California,tls_8
3758252460,1631290497232,0,10,I,0,vcenter01.range.local,tls_10
3758252460,1631290497232,0,11,I,0,VMware Engineering,tls_11
3758252460,1631290497232,0,6,S,0,US,tls_6
3758252460,1631290497232,0,8,S,0,California,tls_8
3758252460,1631290497232,0,7,S,0,Palo Alto,tls_7
3758252460,1631290497232,0,10,S,0,VMware,tls_10
3758252460,1631290497232,0,11,S,0,VMware Engineering,tls_11
3758252460,1631290497232,0,3,S,0,dpcr01a.range.local,tls_3
3758252460,1631290497232,0,1,S,0,vmca@vmware.com,tls_1
3758252460,1631290497232,0,189,I,0,2,tls_189
3758252460,1631290497232,0,244,I,0,00 fe ca cb e7 b0 be 84 bb,tls_244
3758252460,1631290497232,0,247,I,0,190924191534Z,tls_247
3758252460,1631290497232,0,248,I,0,240923191534Z,tls_248
3758252460,1631290497232,0,250,I,0,271,tls_250
3758252460,1631290497232,0,190,I,0,2a 86 48 86 f7 0d 01 01 0b,tls_190
3758252460,1631290497232,0,187,I,0,0xc030,tls_187
3758252460,1631290497232,0,186,I,0,3,tls_186
3758252460,1631290497232,0,288,I,0,0x0303,tls_288
3758252460,1631290497232,0,463,I,0,0x95d6f221c32953590c3a85cbee0d9e61,ja3_hash
3758252460,1631290497232,0,465,I,0,0x0debd3853f330c574b05e0b6d882dc27,ja3s_hash
3758252460,1631290497232,0,464,I,0,"771,4866-4867-4865-49196-49200-49195-49199-52393-52392-163-159-162-158-52394-49327-49325-49188-49192-49162-49172-49315-49311-107-106-57-56-49326-49324-49187-49191-49161-49171-49314-49310-103-64-51-50-157-156-49313-49309-49312-49308-61-60-53-47-255,11-10-35-22-23-13-43-45-51-21,29-23-30-25-24,0-1-2",ja3_params
3758252460,1631290497232,0,466,I,0,"771,49200,65281-11",ja3s_params
2215797172,1631290499066,0,6,I,0,DE,tls_6
2215797172,1631290499066,0,8,I,0,Saxon,tls_8
2215797172,1631290499066,0,7,I,0,Dresden,tls_7
2215797172,1631290499066,0,10,I,0,NewMedia-NET GmbH,tls_10
2215797172,1631290499066,0,11,I,0,DD-WRT,tls_11
2215797172,1631290499066,0,3,I,0,NewMedia-NET GmbH,tls_3
2215797172,1631290499066,0,1,I,0,info@dd-wrt.com,tls_1
2215797172,1631290499066,0,6,S,0,DE,tls_6
2215797172,1631290499066,0,8,S,0,Saxon,tls_8
2215797172,1631290499066,0,7,S,0,Dresden,tls_7
2215797172,1631290499066,0,10,S,0,NewMedia-NET GmbH,tls_10
2215797172,1631290499066,0,11,S,0,DD-WRT,tls_11
2215797172,1631290499066,0,3,S,0,NewMedia-NET GmbH,tls_3
2215797172,1631290499066,0,1,S,0,info@dd-wrt.com,tls_1
2215797172,1631290499066,0,189,I,0,0,tls_189
2215797172,1631290499066,0,244,I,0,4f 5d c9 6f 7a 77 db cf 95 47 61 5c 09 ff 0c 08 5f 74 f3 15,tls_244
2215797172,1631290499066,0,247,I,0,201103060707Z,tls_247
2215797172,1631290499066,0,248,I,0,301101060707Z,tls_248
2215797172,1631290499066,0,250,I,0,271,tls_250
2215797172,1631290499066,0,190,I,0,2a 86 48 86 f7 0d 01 01 0b,tls_190
2215797172,1631290499066,0,187,I,0,0xc02f,tls_187
2215797172,1631290499066,0,186,I,0,3,tls_186
2215797172,1631290499066,0,288,I,0,0x0303,tls_288
2215797172,1631290499066,0,294,I,0,192.168.50.50,tls_294
2215797172,1631290499066,0,463,I,0,0x6f09a54a72726b28810dfeebfac1c0c4,ja3_hash
2215797172,1631290499066,0,465,I,0,0xccc514751b175866924439bdbb5bba34,ja3s_hash
2215797172,1631290499066,0,464,I,0,"771,49196-49200-49195-49199-52393-52392-163-159-162-158-52394-49327-49325-49188-49192-49162-49172-49315-49311-107-106-57-56-49326-49324-49187-49191-49161-49171-49314-49310-103-64-51-50-157-156-49313-49309-49312-49308-61-60-53-47-255,0-11-10-35-22-23-13,23,0-1-2",ja3_params
2215797172,1631290499066,0,466,I,0,"771,49199,65281-11-35",ja3s_params
2977849672,1631290510036,0,6,I,0,DE,tls_6
2977849672,1631290510036,0,8,I,0,Saxon,tls_8
2977849672,1631290510036,0,7,I,0,Dresden,tls_7
2977849672,1631290510036,0,10,I,0,NewMedia-NET GmbH,tls_10
2977849672,1631290510036,0,11,I,0,DD-WRT,tls_11
2977849672,1631290510036,0,3,I,0,NewMedia-NET GmbH,tls_3
2977849672,1631290510036,0,1,I,0,info@dd-wrt.com,tls_1
2977849672,1631290510036,0,6,S,0,DE,tls_6
2977849672,1631290510036,0,8,S,0,Saxon,tls_8
2977849672,1631290510036,0,7,S,0,Dresden,tls_7
2977849672,1631290510036,0,10,S,0,NewMedia-NET GmbH,tls_10
2977849672,1631290510036,0,11,S,0,DD-WRT,tls_11
2977849672,1631290510036,0,3,S,0,NewMedia-NET GmbH,tls_3
2977849672,1631290510036,0,1,S,0,info@dd-wrt.com,tls_1
2977849672,1631290510036,0,189,I,0,0,tls_189
2977849672,1631290510036,0,244,I,0,4f 5d c9 6f 7a 77 db cf 95 47 61 5c 09 ff 0c 08 5f 74 f3 15,tls_244
2977849672,1631290510036,0,247,I,0,201103060707Z,tls_247
2977849672,1631290510036,0,248,I,0,301101060707Z,tls_248
2977849672,1631290510036,0,250,I,0,271,tls_250
2977849672,1631290510036,0,190,I,0,2a 86 48 86 f7 0d 01 01 0b,tls_190
2977849672,1631290510036,0,187,I,0,0xc02f,tls_187
2977849672,1631290510036,0,186,I,0,3,tls_186
2977849672,1631290510036,0,288,I,0,0x0303,tls_288
2977849672,1631290510036,0,294,I,0,192.168.50.50,tls_294
2977849672,1631290510036,0,463,I,0,0x6f09a54a72726b28810dfeebfac1c0c4,ja3_hash
2977849672,1631290510036,0,465,I,0,0xccc514751b175866924439bdbb5bba34,ja3s_hash
2977849672,1631290510036,0,464,I,0,"771,49196-49200-49195-49199-52393-52392-163-159-162-158-52394-49327-49325-49188-49192-49162-49172-49315-49311-107-106-57-56-49326-49324-49187-49191-49161-49171-49314-49310-103-64-51-50-157-156-49313-49309-49312-49308-61-60-53-47-255,0-11-10-35-22-23-13,23,0-1-2",ja3_params
2977849672,1631290510036,0,466,I,0,"771,49199,65281-11-35",ja3s_params
2216190388,1631290535641,0,6,I,0,DE,tls_6
2216190388,1631290535641,0,8,I,0,Saxon,tls_8
2216190388,1631290535641,0,7,I,0,Dresden,tls_7
2216190388,1631290535641,0,10,I,0,NewMedia-NET GmbH,tls_10
2216190388,1631290535641,0,11,I,0,DD-WRT,tls_11
2216190388,1631290535641,0,3,I,0,NewMedia-NET GmbH,tls_3
2216190388,1631290535641,0,1,I,0,info@dd-wrt.com,tls_1
2216190388,1631290535641,0,6,S,0,DE,tls_6
2216190388,1631290535641,0,8,S,0,Saxon,tls_8
2216190388,1631290535641,0,7,S,0,Dresden,tls_7
2216190388,1631290535641,0,10,S,0,NewMedia-NET GmbH,tls_10
2216190388,1631290535641,0,11,S,0,DD-WRT,tls_11
2216190388,1631290535641,0,3,S,0,NewMedia-NET GmbH,tls_3
2216190388,1631290535641,0,1,S,0,info@dd-wrt.com,tls_1
2216190388,1631290535641,0,189,I,0,0,tls_189
2216190388,1631290535641,0,244,I,0,4f 5d c9 6f 7a 77 db cf 95 47 61 5c 09 ff 0c 08 5f 74 f3 15,tls_244
2216190388,1631290535641,0,247,I,0,201103060707Z,tls_247
2216190388,1631290535641,0,248,I,0,301101060707Z,tls_248
2216190388,1631290535641,0,250,I,0,271,tls_250
2216190388,1631290535641,0,190,I,0,2a 86 48 86 f7 0d 01 01 0b,tls_190
2216190388,1631290535641,0,187,I,0,0xc02f,tls_187
2216190388,1631290535641,0,186,I,0,3,tls_186
2216190388,1631290535641,0,288,I,0,0x0303,tls_288
2216190388,1631290535641,0,294,I,0,192.168.50.50,tls_294
2216190388,1631290535641,0,463,I,0,0x6f09a54a72726b28810dfeebfac1c0c4,ja3_hash
2216190388,1631290535641,0,465,I,0,0xccc514751b175866924439bdbb5bba34,ja3s_hash
2216190388,1631290535641,0,464,I,0,"771,49196-49200-49195-49199-52393-52392-163-159-162-158-52394-49327-49325-49188-49192-49162-49172-49315-49311-107-106-57-56-49326-49324-49187-49191-49161-49171-49314-49310-103-64-51-50-157-156-49313-49309-49312-49308-61-60-53-47-255,0-11-10-35-22-23-13,23,0-1-2",ja3_params
2216190388,1631290535641,0,466,I,0,"771,49199,65281-11-35",ja3s_params
3749863901,1631290549222,0,6,I,0,US,tls_6
3749863901,1631290549222,0,8,I,0,CA,tls_8
3749863901,1631290549222,0,7,I,0,San Jose,tls_7
3749863901,1631290549222,0,10,I,0,Ubiquiti Networks Inc.,tls_10
3749863901,1631290549222,0,11,I,0,Technical Support,tls_11
3749863901,1631290549222,0,3,I,0,UBNT-B4:FB:E4:5E:25:F8,tls_3
3749863901,1631290549222,0,1,I,0,support@ubnt.com,tls_1
3749863901,1631290549222,0,6,S,0,US,tls_6
3749863901,1631290549222,0,8,S,0,CA,tls_8
3749863901,1631290549222,0,7,S,0,San Jose,tls_7
3749863901,1631290549222,0,10,S,0,Ubiquiti Networks Inc.,tls_10
3749863901,1631290549222,0,11,S,0,Technical Support,tls_11
3749863901,1631290549222,0,3,S,0,UBNT-B4:FB:E4:5E:25:F8,tls_3
3749863901,1631290549222,0,1,S,0,support@ubnt.com,tls_1
3749863901,1631290549222,0,189,I,0,2,tls_189
3749863901,1631290549222,0,244,I,0,26 37 ab 6d,tls_244
3749863901,1631290549222,0,247,I,0,190101050000Z,tls_247
3749863901,1631290549222,0,248,I,0,380101050000Z,tls_248
3749863901,1631290549222,0,250,I,0,271,tls_250
3749863901,1631290549222,0,190,I,0,2a 86 48 86 f7 0d 01 01 0b,tls_190
3749863901,1631290549222,0,187,I,0,0xc030,tls_187
3749863901,1631290549222,0,186,I,0,3,tls_186
3749863901,1631290549222,0,288,I,0,0x0303,tls_288
3749863901,1631290549222,0,463,I,0,0x95d6f221c32953590c3a85cbee0d9e61,ja3_hash
3749863901,1631290549222,0,465,I,0,0x0debd3853f330c574b05e0b6d882dc27,ja3s_hash
3749863901,1631290549222,0,464,I,0,"771,4866-4867-4865-49196-49200-49195-49199-52393-52392-163-159-162-158-52394-49327-49325-49188-49192-49162-49172-49315-49311-107-106-57-56-49326-49324-49187-49191-49161-49171-49314-49310-103-64-51-50-157-156-49313-49309-49312-49308-61-60-53-47-255,11-10-35-22-23-13-43-45-51-21,29-23-30-25-24,0-1-2",ja3_params
3749863901,1631290549222,0,466,I,0,"771,49200,65281-11",ja3s_params
3382862298,1631290577452,0,6,I,0,US,tls_6
3382862298,1631290577452,0,8,I,0,CA,tls_8
3382862298,1631290577452,0,7,I,0,San Jose,tls_7
3382862298,1631290577452,0,10,I,0,Ubiquiti Networks Inc.,tls_10
3382862298,1631290577452,0,11,I,0,Technical Support,tls_11
3382862298,1631290577452,0,3,I,0,UBNT-B4:FB:E4:5E:27:33,tls_3
3382862298,1631290577452,0,1,I,0,support@ubnt.com,tls_1
3382862298,1631290577452,0,6,S,0,US,tls_6
3382862298,1631290577452,0,8,S,0,CA,tls_8
3382862298,1631290577452,0,7,S,0,San Jose,tls_7
3382862298,1631290577452,0,10,S,0,Ubiquiti Networks Inc.,tls_10
3382862298,1631290577452,0,11,S,0,Technical Support,tls_11
3382862298,1631290577452,0,3,S,0,UBNT-B4:FB:E4:5E:27:33,tls_3
3382862298,1631290577452,0,1,S,0,support@ubnt.com,tls_1
3382862298,1631290577452,0,189,I,0,2,tls_189
3382862298,1631290577452,0,244,I,0,b5 6e c1 cc,tls_244
3382862298,1631290577452,0,247,I,0,190101050000Z,tls_247
3382862298,1631290577452,0,248,I,0,380101050000Z,tls_248
3382862298,1631290577452,0,250,I,0,271,tls_250
3382862298,1631290577452,0,190,I,0,2a 86 48 86 f7 0d 01 01 0b,tls_190
3382862298,1631290577452,0,187,I,0,0xc030,tls_187
3382862298,1631290577452,0,186,I,0,3,tls_186
3382862298,1631290577452,0,288,I,0,0x0303,tls_288
3382862298,1631290577452,0,463,I,0,0x95d6f221c32953590c3a85cbee0d9e61,ja3_hash
3382862298,1631290577452,0,465,I,0,0x0debd3853f330c574b05e0b6d882dc27,ja3s_hash
3382862298,1631290577452,0,464,I,0,"771,4866-4867-4865-49196-49200-49195-49199-52393-52392-163-159-162-158-52394-49327-49325-49188-49192-49162-49172-49315-49311-107-106-57-56-49326-49324-49187-49191-49161-49171-49314-49310-103-64-51-50-157-156-49313-49309-49312-49308-61-60-53-47-255,11-10-35-22-23-13-43-45-51-21,29-23-30-25-24,0-1-2",ja3_params
3382862298,1631290577452,0,466,I,0,"771,49200,65281-11",ja3s_params
2978242888,1631290605091,0,6,I,0,DE,tls_6
2978242888,1631290605091,0,8,I,0,Saxon,tls_8
2978242888,1631290605091,0,7,I,0,Dresden,tls_7
2978242888,1631290605091,0,10,I,0,NewMedia-NET GmbH,tls_10
2978242888,1631290605091,0,11,I,0,DD-WRT,tls_11
2978242888,1631290605091,0,3,I,0,NewMedia-NET GmbH,tls_3
2978242888,1631290605091,0,1,I,0,info@dd-wrt.com,tls_1
2978242888,1631290605091,0,6,S,0,DE,tls_6
2978242888,1631290605091,0,8,S,0,Saxon,tls_8
2978242888,1631290605091,0,7,S,0,Dresden,tls_7
2978242888,1631290605091,0,10,S,0,NewMedia-NET GmbH,tls_10
2978242888,1631290605091,0,11,S,0,DD-WRT,tls_11
2978242888,1631290605091,0,3,S,0,NewMedia-NET GmbH,tls_3
2978242888,1631290605091,0,1,S,0,info@dd-wrt.com,tls_1
2978242888,1631290605091,0,189,I,0,0,tls_189
2978242888,1631290605091,0,244,I,0,4f 5d c9 6f 7a 77 db cf 95 47 61 5c 09 ff 0c 08 5f 74 f3 15,tls_244
2978242888,1631290605091,0,247,I,0,201103060707Z,tls_247
2978242888,1631290605091,0,248,I,0,301101060707Z,tls_248
2978242888,1631290605091,0,250,I,0,271,tls_250
2978242888,1631290605091,0,190,I,0,2a 86 48 86 f7 0d 01 01 0b,tls_190
2978242888,1631290605091,0,187,I,0,0xc02f,tls_187
2978242888,1631290605091,0,186,I,0,3,tls_186
2978242888,1631290605091,0,288,I,0,0x0303,tls_288
2978242888,1631290605091,0,294,I,0,192.168.50.50,tls_294
2978242888,1631290605091,0,463,I,0,0x6f09a54a72726b28810dfeebfac1c0c4,ja3_hash
2978242888,1631290605091,0,465,I,0,0xccc514751b175866924439bdbb5bba34,ja3s_hash
